city,city_ibge_code,date,epidemiological_week,estimated_population,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths
São Félix de Balsas,2110807.0,2021-08-08,202132,4562.0,4585.0,True,False,277,6071.89829,2021-08-08,0.0072,2,442,city,MA,0,0
Pugmil,1718451.0,2021-08-09,202132,2717.0,2688.0,True,False,277,10195.06809,2021-08-09,0.0072,2,459,city,TO,1,1
Rubiataba,5218904.0,2021-08-08,202132,19947.0,19882.0,True,False,2769,13881.786730000002,2021-08-08,0.0296,82,437,city,GO,0,0
Diamantino,5103502.0,2021-08-11,202132,22178.0,22041.0,True,False,2768,12480.836870000001,2021-08-11,0.022,61,433,city,MT,3,0
Cachoeiro de Itapemirim,3201209.0,2021-08-11,202132,210589.0,208972.0,True,False,27673,13140.762340000001,2021-08-11,0.0209,579,510,city,ES,37,0
,28.0,2021-08-12,202132,2318822.0,2298696.0,True,False,276653,11930.756220000001,2021-08-12,0.0215,5946,517,state,SE,149,4
Pauini,1303502.0,2021-08-11,202132,19522.0,19426.0,True,False,2766,14168.63026,2021-08-11,0.008,22,459,city,AM,0,0
Porto Belo,4213500.0,2021-08-10,202132,21932.0,21388.0,True,False,2765,12607.149370000001,2021-08-10,0.0192,53,506,city,SC,1,0
Lages,4209300.0,2021-08-10,202132,157349.0,157544.0,True,False,27620,17553.33685,2021-08-10,0.0189,522,507,city,SC,21,0
Rio Doce,3155009.0,2021-06-18,202124,2620.0,2610.0,True,False,276,10534.35115,2021-06-18,0.029,8,357,city,MG,0,0
Silvianópolis,3167400.0,2021-06-18,202124,6248.0,6238.0,True,False,276,4417.413570000001,2021-06-18,0.0326,9,387,city,MG,2,0
Paulo Bento,4314134.0,2021-08-09,202132,2299.0,2293.0,True,False,276,12005.219659999999,2021-08-09,0.0072,2,419,city,RS,0,0
Borebi,3507456.0,2021-08-11,202132,2683.0,2653.0,True,False,276,10286.99217,2021-08-11,0.0145,4,474,city,SP,1,0
Paty do Alferes,3303856.0,2021-08-11,202132,27858.0,27769.0,True,False,2758,9900.2082,2021-08-11,0.0352,97,490,city,RJ,4,0
Valente,2933000.0,2021-07-29,202130,28800.0,28473.0,True,False,2756,9569.444440000001,2021-07-29,0.0098,27,471,city,BA,15,0
Taubaté,3554102.0,2021-08-11,202132,317915.0,314924.0,True,False,27532,8660.176459999999,2021-08-11,0.0308,849,511,city,SP,65,3
Tamboril,2313203.0,2021-08-09,202132,26225.0,26251.0,True,False,2750,10486.17731,2021-08-09,0.0273,75,463,city,CE,106,3
Iguatu,4110052.0,2021-08-12,202132,2253.0,2256.0,True,False,275,12205.94763,2021-08-12,0.0255,7,444,city,PR,1,0
Rio dos Índios,4315552.0,2021-08-09,202132,2660.0,2752.0,True,False,275,10338.34586,2021-08-09,0.0364,10,447,city,RS,0,0
Divinésia,3121902.0,2021-06-18,202124,3424.0,3417.0,True,False,275,8031.54206,2021-06-18,0.0291,8,439,city,MG,1,0
Divino das Laranjeiras,3122108.0,2021-06-18,202124,4974.0,4979.0,True,False,275,5528.7495,2021-06-18,0.0436,12,395,city,MG,1,0
Brodowski,3507803.0,2021-08-11,202132,25277.0,24939.0,True,False,2748,10871.5433,2021-08-11,0.0277,76,500,city,SP,2,0
São José dos Quatro Marcos,5107107.0,2021-08-11,202132,18846.0,18906.0,True,False,2747,14576.03736,2021-08-11,0.0331,91,493,city,MT,2,0
Luziânia,5212501.0,2021-08-08,202132,211508.0,208299.0,True,False,27467,12986.27002,2021-08-08,0.0155,427,502,city,GO,27,0
Nazaré,2922508.0,2021-07-29,202130,28594.0,28525.0,True,False,2746,9603.4133,2021-07-29,0.0175,48,453,city,BA,1,1
Ladário,5005202.0,2021-08-08,202132,23689.0,23331.0,True,False,2746,11591.87809,2021-08-08,0.0229,63,478,city,MS,0,0
Santa Isabel do Rio Negro,1303601.0,2021-08-11,202132,25865.0,25156.0,True,False,2745,10612.79722,2021-08-11,0.0193,53,481,city,AM,0,0
Sumé,2516300.0,2021-08-08,202132,17031.0,16966.0,True,False,2745,16117.667780000002,2021-08-08,0.0146,40,446,city,PB,6,0
Paraty,3303807.0,2021-08-11,202132,43680.0,43165.0,True,False,2743,6279.7619,2021-08-11,0.0288,79,490,city,RJ,4,0
Horizontina,4309605.0,2021-08-09,202132,19389.0,19329.0,True,False,2742,14142.0393,2021-08-09,0.0139,38,470,city,RS,2,0
Ponta de Pedras,1505700.0,2021-08-07,202131,31549.0,31082.0,True,False,2742,8691.24219,2021-08-07,0.0106,29,471,city,PA,0,0
Heitoraí,5209606.0,2021-08-08,202132,3733.0,3724.0,True,False,274,7339.94107,2021-08-08,0.0219,6,402,city,GO,0,0
Mariápolis,3528908.0,2021-08-11,202132,4091.0,4084.0,True,False,274,6697.62894,2021-08-11,0.0328,9,440,city,SP,1,0
Iconha,3202603.0,2021-08-11,202132,13973.0,13860.0,True,False,2737,19587.77643,2021-08-11,0.0069,19,473,city,ES,3,0
Carmo do Paranaíba,3114303.0,2021-06-18,202124,30334.0,30329.0,True,False,2735,9016.28536,2021-06-18,0.0355,97,402,city,MG,0,1
Tupaciguara,3169604.0,2021-06-18,202124,25398.0,25327.0,True,False,2734,10764.62714,2021-06-18,0.0355,97,421,city,MG,29,1
Sobral,2312908.0,2021-08-09,202132,210711.0,208935.0,True,False,27322,12966.57507,2021-08-09,0.0269,736,510,city,CE,91,1
Fundão,3202207.0,2021-08-11,202132,21948.0,21509.0,True,False,2731,12443.0472,2021-08-11,0.0245,67,497,city,ES,5,1
Lagoa Grande do Maranhão,2105963.0,2021-08-08,202132,11464.0,11394.0,True,False,273,2381.36776,2021-08-08,0.0366,10,450,city,MA,0,0
Lagoa dos Três Cantos,4311270.0,2021-08-09,202132,1607.0,1609.0,True,False,273,16988.176730000003,2021-08-09,0.0183,5,362,city,RS,0,0
Divinópolis de Goiás,5208301.0,2021-08-08,202132,4778.0,4804.0,True,False,273,5713.68774,2021-08-08,0.0293,8,413,city,GO,0,0
Pedra Mole,2805000.0,2021-08-11,202132,3285.0,3261.0,True,False,273,8310.50228,2021-08-11,0.0293,8,448,city,SE,0,0
Itaoca,3522158.0,2021-08-11,202132,3330.0,3328.0,True,False,273,8198.1982,2021-08-11,0.0293,8,453,city,SP,0,0
Luzilândia,2205805.0,2021-08-11,202132,25504.0,25486.0,True,False,2726,10688.51945,2021-08-11,0.0224,61,476,city,PI,0,0
Piúma,3204203.0,2021-08-11,202132,22053.0,21711.0,True,False,2720,12333.92282,2021-08-11,0.0298,81,480,city,ES,2,0
Paranaíta,5106299.0,2021-08-11,202132,11244.0,11225.0,True,False,2720,24190.67947,2021-08-11,0.0118,32,441,city,MT,10,0
Massaranduba,4210605.0,2021-08-10,202132,17125.0,16916.0,True,False,2720,15883.21168,2021-08-10,0.0077,21,489,city,SC,-5,0
Caraúbas,2504074.0,2021-08-08,202132,4185.0,4162.0,True,False,272,6499.40263,2021-08-08,0.0221,6,432,city,PB,0,0
Santo Inácio do Piauí,2209500.0,2021-08-11,202132,3803.0,3798.0,True,False,272,7152.24823,2021-08-11,0.0221,6,424,city,PI,0,0
Carmolândia,1703883.0,2021-08-09,202132,2603.0,2580.0,True,False,272,10449.48137,2021-08-09,0.0221,6,444,city,TO,1,0
Linhares,3203205.0,2021-08-11,202132,176688.0,173555.0,True,False,27187,15387.009869999998,2021-08-11,0.0151,411,511,city,ES,19,0
Urucurituba,1304401.0,2021-08-11,202132,23585.0,23065.0,True,False,2717,11520.03392,2021-08-11,0.0129,35,473,city,AM,0,0
Araucária,4101804.0,2021-08-12,202132,146214.0,143843.0,True,False,27150,18568.67331,2021-08-12,0.0178,484,499,city,PR,94,3
Benjamin Constant,1300607.0,2021-08-11,202132,43935.0,42984.0,True,False,2710,6168.20303,2021-08-11,0.0321,87,477,city,AM,0,0
Milton Brandão,2206357.0,2021-08-11,202132,6608.0,6613.0,True,False,271,4101.08959,2021-08-11,0.0111,3,443,city,PI,0,0
Congo,2504702.0,2021-08-08,202132,4787.0,4786.0,True,False,271,5661.165660000001,2021-08-08,0.048,13,478,city,PB,0,0
Guanhães,3128006.0,2021-06-18,202124,34573.0,34319.0,True,False,2709,7835.59425,2021-06-18,0.0129,35,399,city,MG,10,2
Colniza,5103254.0,2021-08-11,202132,39861.0,38582.0,True,False,2707,6791.09907,2021-08-11,0.0266,72,439,city,MT,2,0
Itajuípe,2915502.0,2021-07-29,202130,20398.0,20491.0,True,False,2706,13266.00647,2021-07-29,0.0203,55,486,city,BA,5,0
Governador Celso Ramos,4206009.0,2021-08-10,202132,14606.0,14471.0,True,False,2706,18526.63289,2021-08-10,0.01,27,495,city,SC,0,0
Miguel Pereira,3302908.0,2021-08-11,202132,25581.0,25538.0,True,False,2705,10574.25433,2021-08-11,0.0281,76,511,city,RJ,15,0
Antônio Prado,4300802.0,2021-08-09,202132,13045.0,13050.0,True,False,2705,20735.91414,2021-08-09,0.0115,31,461,city,RS,2,0
Parelhas,2408904.0,2021-08-09,202132,21545.0,21477.0,True,False,2703,12545.8343,2021-08-09,0.0104,28,467,city,RN,0,0
Governador Valadares,3127701.0,2021-06-18,202124,281046.0,279885.0,True,False,27025,9615.8636,2021-06-18,0.0411,1110,450,city,MG,26,1
Barra da Estiva,2902807.0,2021-07-29,202130,20392.0,20598.0,True,False,2702,13250.29423,2021-07-29,0.0111,30,418,city,BA,25,1
Nova Viçosa,2923001.0,2021-07-29,202130,43783.0,43376.0,True,False,2700,6166.77706,2021-07-29,0.0178,48,449,city,BA,6,0
Mariana Pimentel,4311981.0,2021-08-09,202132,3888.0,3885.0,True,False,270,6944.44444,2021-08-09,0.0148,4,425,city,RS,0,0
Mossâmedes,5213905.0,2021-08-08,202132,4206.0,4290.0,True,False,270,6419.40086,2021-08-08,0.0222,6,426,city,GO,0,0
Serranos,3167004.0,2021-06-18,202124,1956.0,1963.0,True,False,27,1380.3681,2021-06-18,0.0,0,372,city,MG,0,0
São João dos Patos,2111102.0,2021-08-08,202132,25996.0,25929.0,True,False,2699,10382.36652,2021-08-08,0.0111,30,474,city,MA,0,0
Sertanópolis,4126504.0,2021-08-12,202132,16413.0,16369.0,True,False,2698,16438.18924,2021-08-12,0.0163,44,454,city,PR,0,0
Concórdia do Pará,1502756.0,2021-08-07,202131,33781.0,33318.0,True,False,2698,7986.738109999999,2021-08-07,0.0115,31,472,city,PA,0,0
Envira,1301506.0,2021-08-11,202132,20393.0,20033.0,True,False,2697,13225.12627,2021-08-11,0.0041,11,441,city,AM,0,0
Palmital,3535309.0,2021-08-11,202132,22272.0,22221.0,True,False,2697,12109.375,2021-08-11,0.0252,68,476,city,SP,7,0
Campo Alegre,2701407.0,2021-07-02,202126,57537.0,57063.0,True,False,2695,4683.94251,2021-07-02,0.026,70,428,city,AL,3,1
Correntina,2909307.0,2021-07-29,202130,32191.0,32137.0,True,False,2692,8362.58582,2021-07-29,0.0145,39,423,city,BA,46,1
Hidrolândia,2305209.0,2021-08-09,202132,20053.0,19978.0,True,False,2691,13419.43849,2021-08-09,0.0097,26,478,city,CE,0,0
Maratá,4311791.0,2021-08-09,202132,2702.0,2691.0,True,False,269,9955.58845,2021-08-09,0.0149,4,475,city,RS,0,0
Ipupiara,2914109.0,2021-07-29,202130,9911.0,9865.0,True,False,269,2714.1559899999997,2021-07-29,0.0186,5,417,city,BA,0,0
Professor Jamil,5218391.0,2021-08-08,202132,3203.0,3223.0,True,False,269,8398.37652,2021-08-08,0.0335,9,486,city,GO,0,0
Boquim,2800670.0,2021-08-11,202132,26899.0,26816.0,True,False,2688,9992.93654,2021-08-11,0.0246,66,468,city,SE,0,0
Rio Bananal,3204351.0,2021-08-11,202132,19271.0,19141.0,True,False,2685,13932.852469999998,2021-08-11,0.0119,32,471,city,ES,0,0
São José do Egito,2613602.0,2021-08-11,202132,34056.0,33951.0,True,False,2681,7872.3279299999995,2021-08-11,0.0205,55,482,city,PE,4,0
Itaúna do Sul,4111308.0,2021-08-12,202132,2781.0,2865.0,True,False,268,9636.82129,2021-08-12,0.0224,6,471,city,PR,0,0
Pratinha,3153004.0,2021-06-18,202124,3631.0,3603.0,True,False,268,7380.886809999999,2021-06-18,0.0075,2,393,city,MG,0,0
Castanheiras,1100908.0,2021-07-24,202129,2987.0,3052.0,True,False,268,8972.21292,2021-07-24,0.0261,7,410,city,RO,0,0
Itajá,5210802.0,2021-08-08,202132,4475.0,4539.0,True,False,268,5988.82682,2021-08-08,0.0485,13,447,city,GO,0,0
Bozano,4302584.0,2021-08-09,202132,2111.0,2123.0,True,False,268,12695.40502,2021-08-09,0.0299,8,384,city,RS,1,0
Montauri,4312351.0,2021-08-09,202132,1441.0,1453.0,True,False,268,18598.1957,2021-08-09,0.0261,7,455,city,RS,1,0
Mambaí,5212709.0,2021-08-08,202132,9081.0,8882.0,True,False,268,2951.2168300000003,2021-08-08,0.0149,4,401,city,GO,0,0
Serafina Corrêa,4320404.0,2021-08-09,202132,17795.0,17502.0,True,False,2678,15049.171119999999,2021-08-09,0.0131,35,507,city,RS,1,0
São Cristóvão do Sul,4216057.0,2021-08-10,202132,5598.0,5549.0,True,False,267,4769.56056,2021-08-10,0.0599,16,414,city,SC,4,0
Icaraí de Minas,3130051.0,2021-06-18,202124,12097.0,11990.0,True,False,267,2207.1588,2021-06-18,0.0112,3,415,city,MG,0,0
Nova Iguaçu de Goiás,5214879.0,2021-08-08,202132,2934.0,2929.0,True,False,267,9100.2045,2021-08-08,0.0262,7,418,city,GO,0,0
São João da Mata,3162302.0,2021-06-18,202124,2746.0,2749.0,True,False,267,9723.23379,2021-06-18,0.0337,9,405,city,MG,5,0
Boca do Acre,1300706.0,2021-08-11,202132,34635.0,34308.0,True,False,2669,7706.077670000001,2021-08-11,0.0101,27,504,city,AM,0,0
Vazante,3171006.0,2021-06-18,202124,20642.0,20590.0,True,False,2665,12910.570679999999,2021-06-18,0.0225,60,437,city,MG,16,0
Baixa Grande do Ribeiro,2201150.0,2021-08-11,202132,11671.0,11586.0,True,False,2661,22800.10282,2021-08-11,0.0124,33,462,city,PI,0,0
Buri,3508009.0,2021-08-11,202132,19965.0,19878.0,True,False,2661,13328.32457,2021-08-11,0.0349,93,454,city,SP,7,0
Morro Agudo de Goiás,5213855.0,2021-08-08,202132,2232.0,2248.0,True,False,266,11917.56272,2021-08-08,0.0226,6,409,city,GO,0,0
Vicente Dutra,4323101.0,2021-08-09,202132,4599.0,4670.0,True,False,266,5783.86606,2021-08-09,0.0226,6,391,city,RS,0,0
Bela Vista do Piauí,2201556.0,2021-08-11,202132,4030.0,4015.0,True,False,266,6600.496279999999,2021-08-11,0.0226,6,454,city,PI,0,0
Umburatiba,3170305.0,2021-06-18,202124,2596.0,2611.0,True,False,266,10246.53313,2021-06-18,0.0113,3,357,city,MG,0,0
Aurora do Tocantins,1702703.0,2021-08-09,202132,3783.0,3757.0,True,False,266,7031.456520000001,2021-08-09,0.0188,5,459,city,TO,0,0
Afonso Cunha,2100105.0,2021-08-08,202132,6578.0,6524.0,True,False,266,4043.7823,2021-08-08,0.0113,3,447,city,MA,0,0
Medeiros Neto,2921104.0,2021-07-29,202130,22716.0,22688.0,True,False,2658,11701.0037,2021-07-29,0.0192,51,486,city,BA,12,0
Novo Progresso,1505031.0,2021-08-07,202131,25766.0,25762.0,True,False,2658,10315.9202,2021-08-07,0.0256,68,492,city,PA,0,0
Sumaré,3552403.0,2021-08-11,202132,286211.0,282441.0,True,False,26572,9284.059659999999,2021-08-11,0.0298,791,492,city,SP,51,4
Importados/Indefinidos,,2021-08-07,202131,,,True,False,2653,,2021-08-07,0.0057,15,465,city,RR,1,0
Tupanciretã,4322202.0,2021-08-09,202132,24068.0,23948.0,True,False,2650,11010.47033,2021-08-09,0.0181,48,446,city,RS,3,0
São Domingos do Azeitão,2110658.0,2021-08-08,202132,7420.0,7392.0,True,False,265,3571.4285700000005,2021-08-08,0.0151,4,450,city,MA,0,0
Santa Teresinha,2513802.0,2021-08-08,202132,4562.0,4573.0,True,False,265,5808.85577,2021-08-08,0.0491,13,455,city,PB,5,0
Tocos do Moji,3169059.0,2021-06-18,202124,4109.0,4101.0,True,False,265,6449.257729999999,2021-06-18,0.0151,4,357,city,MG,8,0
Salto do Céu,5107750.0,2021-08-11,202132,3295.0,3365.0,True,False,265,8042.48862,2021-08-11,0.034,9,412,city,MT,0,0
Santa Mercedes,3547106.0,2021-08-11,202132,2943.0,2939.0,True,False,265,9004.41726,2021-08-11,0.0264,7,396,city,SP,3,1
Igarapé-Açu,1503200.0,2021-08-07,202131,39023.0,38807.0,True,False,2642,6770.366190000001,2021-08-07,0.0276,73,476,city,PA,0,0
Tremembé,3554805.0,2021-08-11,202132,47714.0,47185.0,True,False,2640,5532.96726,2021-08-11,0.0189,50,456,city,SP,9,0
Sobrália,3167707.0,2021-06-18,202124,5514.0,5553.0,True,False,264,4787.81284,2021-06-18,0.0492,13,426,city,MG,1,0
Estrela do Norte,5207501.0,2021-08-08,202132,3264.0,3275.0,True,False,264,8088.2352900000005,2021-08-08,0.0152,4,427,city,GO,0,0
Monte Belo do Sul,4312385.0,2021-08-09,202132,2530.0,2548.0,True,False,264,10434.78261,2021-08-09,0.0227,6,467,city,RS,-1,0
Monteiro Lobato,3531704.0,2021-08-11,202132,4696.0,4653.0,True,False,264,5621.805789999999,2021-08-11,0.0341,9,453,city,SP,0,0
Lagoa Seca,2508307.0,2021-08-08,202132,27617.0,27503.0,True,False,2637,9548.46652,2021-08-08,0.0171,45,469,city,PB,12,1
São Leopoldo,4318705.0,2021-08-09,202132,238648.0,236835.0,True,False,26339,11036.75706,2021-08-09,0.0273,719,507,city,RS,117,1
Nova Olinda do Norte,1303106.0,2021-08-11,202132,38026.0,37378.0,True,False,2633,6924.20975,2021-08-11,0.0258,68,477,city,AM,0,0
Farias Brito,2304301.0,2021-08-09,202132,19389.0,19450.0,True,False,2633,13579.86487,2021-08-09,0.022,58,494,city,CE,6,0
Codajás,1301308.0,2021-08-11,202132,29168.0,28637.0,True,False,2630,9016.73066,2021-08-11,0.0095,25,475,city,AM,1,0
Taquarussu,5007976.0,2021-08-08,202132,3588.0,3588.0,True,False,263,7329.98885,2021-08-08,0.0228,6,443,city,MS,0,0
Mãe d'Água,2508703.0,2021-08-08,202132,3999.0,4009.0,True,False,263,6576.64416,2021-08-08,0.0304,8,444,city,PB,0,0
Vista Gaúcha,4323705.0,2021-08-09,202132,2855.0,2851.0,True,False,263,9211.90893,2021-08-09,0.0494,13,439,city,RS,0,0
Sagres,3544707.0,2021-08-11,202132,2430.0,2432.0,True,False,263,10823.04527,2021-08-11,0.0152,4,453,city,SP,0,0
Quixelô,2311355.0,2021-08-09,202132,16147.0,16178.0,True,False,2629,16281.662230000002,2021-08-09,0.011,29,473,city,CE,5,0
Tomé-Açu,1508001.0,2021-08-07,202131,64030.0,63447.0,True,False,2629,4105.8878700000005,2021-08-07,0.0308,81,471,city,PA,0,0
Getúlio Vargas,4308904.0,2021-08-09,202132,16184.0,16212.0,True,False,2625,16219.72318,2021-08-09,0.0152,40,472,city,RS,1,0
Rio Tinto,2512903.0,2021-08-08,202132,24218.0,24176.0,True,False,2624,10834.91618,2021-08-08,0.0213,56,466,city,PB,4,0
Caracaraí,1400209.0,2021-08-07,202131,22283.0,21926.0,True,False,2621,11762.33003,2021-08-07,0.0198,52,465,city,RR,0,0
Mirinzal,2106805.0,2021-08-08,202132,15011.0,14962.0,True,False,262,1745.38672,2021-08-08,0.0649,17,484,city,MA,0,0
Simão Pereira,3167509.0,2021-06-18,202124,2618.0,2615.0,True,False,262,10007.63942,2021-06-18,0.0458,12,393,city,MG,0,0
Aurilândia,5202601.0,2021-08-08,202132,3058.0,3120.0,True,False,262,8567.6913,2021-08-08,0.0344,9,444,city,GO,0,0
Nova União,3136603.0,2021-06-18,202124,5732.0,5725.0,True,False,262,4570.83043,2021-06-18,0.0191,5,379,city,MG,0,0
Loanda,4113502.0,2021-08-12,202132,23242.0,23086.0,True,False,2613,11242.57809,2021-08-12,0.0153,40,468,city,PR,19,0
Tibagi,4127502.0,2021-08-12,202132,20607.0,20522.0,True,False,2611,12670.451790000001,2021-08-12,0.0318,83,434,city,PR,3,0
Vila Bela da Santíssima Trindade,5105507.0,2021-08-11,202132,16271.0,16128.0,True,False,2610,16040.8088,2021-08-11,0.0207,54,479,city,MT,0,0
Gurinhatã,3129103.0,2021-06-18,202124,5577.0,5639.0,True,False,261,4679.93545,2021-06-18,0.0153,4,357,city,MG,1,0
Padre Carvalho,3146255.0,2021-06-18,202124,6423.0,6378.0,True,False,261,4063.52172,2021-06-18,0.0115,3,366,city,MG,1,0
Caturama,2907558.0,2021-07-29,202130,9316.0,9329.0,True,False,261,2801.6316,2021-07-29,0.023,6,417,city,BA,9,0
São Sebastião do Rio Verde,3164902.0,2021-06-18,202124,2250.0,2241.0,True,False,261,11600.0,2021-06-18,0.0153,4,357,city,MG,0,0
Pedras de Fogo,2511202.0,2021-08-08,202132,28533.0,28458.0,True,False,2609,9143.79841,2021-08-08,0.0215,56,472,city,PB,6,0
São Carlos,3548906.0,2021-08-11,202132,254484.0,251983.0,True,False,26065,10242.29421,2021-08-11,0.0195,507,493,city,SP,69,1
São Domingos do Araguaia,1507151.0,2021-08-07,202131,25753.0,25557.0,True,False,2606,10119.20941,2021-08-07,0.0184,48,460,city,PA,0,0
Encantado,4306809.0,2021-08-09,202132,22880.0,22706.0,True,False,2605,11385.48951,2021-08-09,0.0188,49,490,city,RS,3,0
,11.0,2021-08-12,202132,1796460.0,1777225.0,True,False,260380,14494.06054,2021-08-12,0.0247,6428,511,state,RO,8,4
Ninheira,3144656.0,2021-06-18,202124,10326.0,10295.0,True,False,260,2517.91594,2021-06-18,0.0154,4,392,city,MG,0,0
Panamá,5216007.0,2021-08-08,202132,2603.0,2615.0,True,False,260,9988.47484,2021-08-08,0.0346,9,417,city,GO,0,0
Corguinho,5003108.0,2021-08-08,202132,6054.0,5947.0,True,False,260,4294.6812,2021-08-08,0.0385,10,432,city,MS,0,0
Nova Hartz,4313060.0,2021-08-09,202132,21875.0,21615.0,True,False,2599,11881.14286,2021-08-09,0.0265,69,440,city,RS,0,0
Capanema,4104501.0,2021-08-12,202132,19148.0,19124.0,True,False,2597,13562.77418,2021-08-12,0.0108,28,451,city,PR,0,0
Chopinzinho,4105409.0,2021-08-12,202132,19167.0,19254.0,True,False,2594,13533.67768,2021-08-12,0.0185,48,496,city,PR,8,0
Morro do Chapéu,2921708.0,2021-07-29,202130,35440.0,35413.0,True,False,2594,7319.413090000001,2021-07-29,0.0108,28,443,city,BA,-1,0
Indaiatuba,3520509.0,2021-08-11,202132,256223.0,251627.0,True,False,25931,10120.48099,2021-08-11,0.0258,670,498,city,SP,99,1
Santa Rita de Cássia,2928406.0,2021-07-29,202130,28481.0,28338.0,True,False,2593,9104.31516,2021-07-29,0.0139,36,427,city,BA,35,0
Casa Nova,2907202.0,2021-07-29,202130,72545.0,71969.0,True,False,2590,3570.19781,2021-07-29,0.0263,68,427,city,BA,1,1
Augusto de Lima,3104809.0,2021-06-18,202124,4851.0,4869.0,True,False,259,5339.10534,2021-06-18,0.0309,8,360,city,MG,0,0
Pinhal da Serra,4314464.0,2021-08-09,202132,1918.0,1941.0,True,False,259,13503.649640000001,2021-08-09,0.0232,6,347,city,RS,0,0
Tracunhaém,2615508.0,2021-08-11,202132,13813.0,13769.0,True,False,259,1875.04525,2021-08-11,0.0927,24,488,city,PE,0,0
Lupércio,3527801.0,2021-08-11,202132,4596.0,4584.0,True,False,259,5635.33507,2021-08-11,0.0309,8,422,city,SP,0,0
Palestina de Goiás,5215652.0,2021-08-08,202132,3467.0,3464.0,True,False,259,7470.43554,2021-08-08,0.0154,4,390,city,GO,0,0
Engenheiro Coelho,3515152.0,2021-08-11,202132,21249.0,20773.0,True,False,2588,12179.39668,2021-08-11,0.0213,55,475,city,SP,2,0
Juatuba,3136652.0,2021-06-18,202124,27392.0,26946.0,True,False,2587,9444.36332,2021-06-18,0.0271,70,415,city,MG,9,1
Buritama,3508108.0,2021-08-11,202132,17281.0,17144.0,True,False,2585,14958.625080000002,2021-08-11,0.0267,69,484,city,SP,2,0
Cachoeira Paulista,3508603.0,2021-08-11,202132,33581.0,33327.0,True,False,2584,7694.827429999999,2021-08-11,0.017,44,499,city,SP,5,0
Miguel Calmon,2921203.0,2021-07-29,202130,25894.0,26023.0,True,False,2583,9975.28385,2021-07-29,0.0112,29,441,city,BA,6,0
Conceição do Almeida,2908309.0,2021-07-29,202130,17165.0,17247.0,True,False,2583,15048.062919999998,2021-07-29,0.0108,28,441,city,BA,11,0
Triunfo,4322004.0,2021-08-09,202132,29856.0,29538.0,True,False,2582,8648.17792,2021-08-09,0.0345,89,475,city,RS,0,0
Coronel Ezequiel,2402808.0,2021-08-09,202132,5504.0,5506.0,True,False,258,4687.5,2021-08-09,0.0155,4,429,city,RN,0,0
Ibiam,4206751.0,2021-08-10,202132,1954.0,1957.0,True,False,258,13203.68475,2021-08-10,0.0155,4,403,city,SC,0,0
Rio Espera,3155207.0,2021-06-18,202124,5402.0,5474.0,True,False,258,4776.00889,2021-06-18,0.0388,10,388,city,MG,0,1
São Sebastião do Umbuzeiro,2515203.0,2021-08-08,202132,3512.0,3489.0,True,False,258,7346.241459999999,2021-08-08,0.0194,5,438,city,PB,0,0
Pingo-d'Água,3150539.0,2021-06-18,202124,4986.0,4941.0,True,False,258,5174.48857,2021-06-18,0.0233,6,362,city,MG,0,-1
Barra do Jacaré,4102703.0,2021-08-12,202132,2781.0,2781.0,True,False,258,9277.2384,2021-08-12,0.0271,7,405,city,PR,4,0
Igarapé,3130101.0,2021-06-18,202124,43817.0,43045.0,True,False,2578,5883.56117,2021-06-18,0.0303,78,413,city,MG,0,0
Ipirá,2914000.0,2021-07-29,202130,59435.0,59595.0,True,False,2575,4332.46404,2021-07-29,0.0245,63,466,city,BA,-2,3
Iguape,3520301.0,2021-08-11,202132,30989.0,30857.0,True,False,2574,8306.17316,2021-08-11,0.0416,107,481,city,SP,8,0
Gonçalves,3127404.0,2021-06-18,202124,4355.0,4350.0,True,False,257,5901.26292,2021-06-18,0.0195,5,357,city,MG,0,0
Guaraciaba do Norte,2305001.0,2021-08-09,202132,40784.0,40642.0,True,False,2569,6299.03884,2021-08-09,0.0195,50,491,city,CE,4,0
Aparecida,3502507.0,2021-08-11,202132,36185.0,36157.0,True,False,2567,7094.099770000001,2021-08-11,0.0421,108,481,city,SP,39,0
Pereira Barreto,3537404.0,2021-08-11,202132,25677.0,25669.0,True,False,2567,9997.27382,2021-08-11,0.0382,98,463,city,SP,11,0
Balneário Camboriú,4202008.0,2021-08-10,202132,145796.0,142295.0,True,False,25663,17601.99182,2021-08-10,0.0151,387,511,city,SC,79,0
Lauro Müller,4209607.0,2021-08-10,202132,15313.0,15244.0,True,False,2566,16757.00385,2021-08-10,0.0222,57,468,city,SC,2,1
Ipanema,3131208.0,2021-06-18,202124,20000.0,19861.0,True,False,2565,12825.0,2021-06-18,0.0211,54,389,city,MG,14,7
Rio Maria,1506161.0,2021-08-07,202131,18201.0,18193.0,True,False,2565,14092.632269999998,2021-08-07,0.0125,32,463,city,PA,0,0
Laranjeiras do Sul,4113304.0,2021-08-12,202132,32139.0,32073.0,True,False,2564,7977.84623,2021-08-12,0.0289,74,454,city,PR,4,0
Varjota,2313955.0,2021-08-09,202132,18471.0,18420.0,True,False,2560,13859.56364,2021-08-09,0.0117,30,463,city,CE,23,1
Cafelândia,4103453.0,2021-08-12,202132,18456.0,18120.0,True,False,2560,13870.827919999998,2021-08-12,0.0109,28,450,city,PR,13,0
